delta	delta_high	alpha	Pizza Price	Pizza Amount	Fondue Price	Fondue Amount	Italian Wage	Swiss Hours Worked	Italian Wage	Swiss Hours Worked	Deviation
0.9	0.36	7.5	0.701	1098.739	0.809	3126.767	2.493	644.712	2.071	626.001	0.613007
0.9	0.36	8	0.622	1071.182	0.746	3927.656	2.364	762.111	1.897	736.561	0.358575
0.9	0.36	8.5	0.556	866.582	0.697	4515.676	2.277	820.57	1.737	797.517	0.260237
0.9	0.36	9	0.548	532.085	0.724	4549.542	2.361	794.293	1.736	761.498	0.346242
0.9	0.45	1	0.727	4475.495	0.586	480.55	2.033	765.119	2.044	764.466	0.528087
0.9	0.45	1.5	0.795	3933.388	0.654	705.106	2.232	707.017	2.209	714.44	0.373460
0.9	0.45	2	0.81	3558.547	0.694	910.647	2.306	676.633	2.293	681.334	0.322280
0.9	0.45	2.5	0.689	4474.29	0.615	1543.301	1.997	904.354	2.009	900.367	0.172439
0.9	0.45	3	0.7	4392.132	0.64	1948.337	2.066	940.473	2.066	940.393	0.038965
0.9	0.45	3.5	1.567	1208.849	1.46	647.462	4.004	302.796	3.919	308.704	6.920054
0.9	0.45	4	0.669	3807.703	0.64	2584.785	2.011	942.398	2.008	942.271	0.020517
0.9	0.45	4.5	0.65	2257.003	0.642	1859.167	1.945	616.174	1.96	616.35	0.434659
0.9	0.45	5	0.675	3197.826	0.675	3197.256	2.064	940.592	2.063	940.679	0.007347
0.9	0.45	5.5	0.668	2889.173	0.683	3501.452	2.065	940.379	2.065	940.57	0.008456
0.9	0.45	6	0.659	2578.186	0.688	3802.059	2.063	940.111	2.063	940.035	0.005609
0.9	0.45	6.5	0.655	2030.513	0.696	3688.506	2.066	847.814	2.062	848.51	0.123395
0.9	0.45	7	0.639	1947.643	0.698	4392.602	2.061	940.159	2.062	940.273	0.034311
0.9	0.45	7.5	0.612	1627.43	0.687	4691.525	2.019	942.057	2.014	941.943	0.026235
0.9	0.45	8	0.603	1226.059	0.699	4705.632	2.037	889.705	2.038	889.992	0.067774
0.9	0.45	8.5	0.852	467.818	1.01	2743.173	2.684	506.326	2.721	502.125	1.120630
0.9	0.45	9	0.941	233.586	1.118	2451.754	2.915	433.654	2.923	431.769	1.788975
0.95	0.095	1	1.42	1717.498	0.495	499.831	1.917	211.602	6.898	277.753	9.641468
0.95	0.095	1.5	1.253	1858.016	0.523	728.703	2.131	233.669	6.093	303.848	10.396901
0.95	0.095	2	1.384	1489.641	0.673	730.653	2.968	193.686	6.619	249.481	13.191655
0.95	0.095	2.5	1.377	1434.943	0.78	824.11	3.369	198.876	6.401	249.949	7.990461
0.95	0.095	3	1.351	1402.352	0.873	877.987	3.678	210.749	6.2	249.198	9.489627
0.95	0.095	3.5	1.054	1678.224	0.747	1244.005	3.291	264.739	4.936	297.075	9.241694
0.95	0.095	4	1.204	1322.273	0.986	1028.607	4.316	218.957	5.393	247.436	8.114985
0.95	0.095	4.5	0.779	2048.271	0.693	1884.849	3.14	365.045	3.689	367.802	10.225375
0.95	0.095	5	0.568	2381.669	0.583	2337.695	2.961	420.178	2.81	431.981	4.378808
0.95	0.095	5.5	1.029	1145.848	1.115	1297.484	5.047	242.171	4.657	225.253	9.272733
0.95	0.095	6	0.914	1173.162	1.215	1319.169	5.594	240.741	3.914	248.974	7.395672
0.95	0.095	6.5	0.775	1211.523	1.087	1656.552	5.004	294.756	3.385	266.149	10.456540
0.95	0.095	7	0.33	2660.701	0.545	3851.454	2.874	614.099	1.591	564.293	4.689676
0.95	0.095	7.5	0.741	899.12	1.302	1563.035	6.06	268.487	3.083	229.963	11.098736
0.95	0.095	8	0.671	812.77	1.364	1592.95	6.297	273.409	2.691	230.009	9.766947
0.95	0.095	8.5	0.591	690.773	1.474	1565.126	6.909	263.733	2.409	217.597	10.266298
0.95	0.095	9	0.499	499.652	1.373	1800.732	6.705	289.782	1.945	211.11	9.249764
0.95	0.19	1	0.873	2901.169	0.471	540.855	1.604	387.999	4.286	429.934	6.348942
0.95	0.19	1.5	1.573	1507.733	1.005	388.862	3.094	217.748	6.764	248.051	9.799334
0.95	0.19	2	1.514	1432.828	1.069	483.596	3.499	211.315	6.388	245.647	9.299076
0.95	0.19	2.5	1.264	1687.1	0.919	739.949	3.228	260.185	5.185	301.125	12.494251
0.95	0.19	3	0.878	2159.413	0.674	1137.459	2.577	339.846	3.869	378.397	5.209340
0.95	0.19	3.5	1.441	1193.535	1.202	769.482	4.334	219.722	5.829	231.065	9.602290
0.95	0.19	4	1.37	1166.622	1.189	870.464	4.459	224.331	5.387	239.368	9.300292
0.95	0.19	4.5	1.218	1206.542	1.127	1046.324	4.178	253.546	4.849	257.058	9.221726
0.95	0.19	5	1.22	1072.908	1.238	1033.58	4.68	239.185	4.684	244.093	6.571159
0.95	0.19	5.5	1.187	1001.785	1.234	1204.342	4.726	258.578	4.52	241.596	9.179046
0.95	0.19	6	1.26	830.198	1.355	1169.767	5.277	240.872	4.66	216.174	8.233648
0.95	0.19	6.5	1.16	812.245	1.378	1277.125	5.532	246.674	4.057	234.643	8.011963
0.95	0.19	7	1.071	740.68	1.445	1302.986	5.869	244.292	3.743	231.398	8.681671
0.95	0.19	7.5	0.896	737.8	1.314	1597.176	5.481	280.728	3.012	266.533	10.201165
0.95	0.19	8	0.979	509.743	1.469	1510.296	6.106	263.284	3.297	222.247	10.913217
0.95	0.19	8.5	0.972	392.145	1.527	1582.807	6.388	262.028	3.081	216.301	12.670420
0.95	0.19	9	0.794	290.177	1.307	1960.214	5.716	313.604	2.44	245.276	13.150721
0.95	0.285	1	0.572	5199.368	0.418	692.568	1.438	692.472	2.715	736.624	1.666068
0.95	0.285	1.5	1.584	1480.036	1.418	263.563	3.753	219.203	6.242	241.89	9.889290
0.95	0.285	2	1.514	1418.766	1.382	359.189	3.971	220.55	5.95	241.818	8.492039
0.95	0.285	2.5	1.582	1270.465	1.405	478.595	4.296	217.996	6.002	230.86	10.075655
0.95	0.285	3	1.525	1234.72	1.338	565.156	4.274	222.978	5.724	235.774	9.060971
0.95	0.285	3.5	1.387	1283.523	1.253	712.106	4.108	245.918	5.1	257.364	9.161213
0.95	0.285	4	1.285	1315.519	1.2	877.899	3.942	273.003	4.733	274.491	8.892272
0.95	0.285	4.5	1.37	1054.62	1.333	869.857	4.633	235.819	4.824	246.3	7.838589
0.95	0.285	5	1.368	991.805	1.34	951.559	4.703	239.708	4.771	244.248	8.173973
0.95	0.285	5.5	1.404	821.033	1.495	995.283	5.222	231.103	4.833	226.394	6.357071
0.95	0.285	6	1.198	894.768	1.277	1303.655	4.466	280.28	4.088	263.663	9.180587
0.95	0.285	6.5	1.218	753.094	1.412	1277.817	5.279	250.823	3.898	259.829	8.900414
0.95	0.285	7	1.112	704.382	1.244	1573.283	4.57	300.079	3.659	265.421	9.599844
0.95	0.285	7.5	1.291	477.327	1.43	1431.025	5.45	255.021	3.924	229.209	7.707487
0.95	0.285	8	1.016	503.617	1.239	1891.072	4.816	314.953	2.984	297.913	9.036417
0.95	0.285	8.5	1.234	293.93	1.404	1659.583	5.428	274.062	3.571	229.478	9.907531
0.95	0.285	9	1.312	202.861	1.482	1775.96	5.764	274.755	3.299	242.687	8.402532
0.95	0.38	1	1.339	1947.321	1.577	161.908	3.842	264.18	4.88	290.085	9.385830
0.95	0.38	1.5	1.523	1518.994	1.816	200.614	4.452	225.585	5.504	241.453	7.749470
0.95	0.38	2	1.469	1515.411	1.526	308.269	4.066	246.833	5.425	244.595	8.777150
0.95	0.38	2.5	1.506	1373.055	1.486	411.376	4.511	229.487	5.224	247.057	8.451784
0.95	0.38	3	1.495	1296.601	1.504	498.651	4.385	241.105	5.248	241.172	9.794946
0.95	0.38	3.5	1.489	1175.419	1.479	601.014	4.702	228.16	4.994	243.437	9.930594
0.95	0.38	4	1.587	1030.773	1.454	712.301	4.623	235.276	5.388	226.513	7.909533
0.95	0.38	4.5	0.924	1569.55	0.901	1279.641	3.167	354.832	3.261	361.787	4.403449
0.95	0.38	5	1.425	930.179	1.418	921.829	4.687	242.725	4.724	243.466	8.160823
0.95	0.38	5.5	1.347	851.032	1.327	1089.09	4.523	255.712	4.409	249.388	8.493917
0.95	0.38	6	1.386	755.214	1.405	1166.346	4.654	256.351	4.565	241.288	9.112334
0.95	0.38	6.5	0.708	1317.982	0.774	2385.975	2.83	462.939	2.475	462.167	4.402539
0.95	0.38	7	1.264	597.561	1.353	1474.81	4.521	281.707	4.01	267.446	11.462623
0.95	0.38	7.5	1.315	475.558	1.377	1547.662	4.857	267.173	3.972	263.715	8.541625
0.95	0.38	8	1.426	344.073	1.472	1560.011	5.034	263.932	4.121	246.782	10.243857
0.95	0.38	8.5	1.369	237.443	1.387	1751.462	4.859	272.78	3.876	251.755	9.129488
0.95	0.38	9	1.85	133.091	1.57	1652.866	5.445	255.867	4.246	234.47	7.732492
0.95	0.475	1	1.427	1717.178	2.019	116.477	4.728	245.219	4.719	243.396	8.572110
0.95	0.475	1.5	1.433	1643.356	1.677	212.942	4.734	249.384	4.56	255.489	7.832341
0.95	0.475	2	1.373	1528.939	1.441	322.654	4.194	256.423	4.61	240.031	5.897660
0.95	0.475	2.5	1.532	1361.172	1.637	375.505	4.77	241.398	5.141	227.325	8.261289
0.95	0.475	3	1.51	1267.335	1.553	479.536	4.794	239.818	4.979	231.531	8.033538
0.95	0.475	3.5	1.474	1212.335	1.471	601.334	4.659	249.001	4.911	236.042	8.515169
0.95	0.475	4	1.491	1078.047	1.411	746.795	4.689	244.323	4.85	239.88	6.952129
0.95	0.475	4.5	1.505	995.453	1.529	782.885	4.81	243.432	4.969	235.255	11.274876
0.95	0.475	5	0.806	1755.681	0.807	1780.16	2.829	447.73	2.809	452.623	5.214273
0.95	0.475	5.5	1.434	810.288	1.421	1048.357	4.693	245.623	4.485	253.847	8.492383
0.95	0.475	6	1.468	709.561	1.467	1128.374	4.739	247.536	4.664	246.282	7.410911
0.95	0.475	6.5	0.791	1174.481	0.817	2240.347	2.748	440.921	2.747	442.277	4.887329
0.95	0.475	7	1.398	536.66	1.405	1399.803	4.36	263.427	4.481	259.427	7.047452
0.95	0.475	7.5	1.501	404.27	1.467	1457.989	4.635	250.923	4.628	252.112	8.965045
0.95	0.475	8	1.556	331.859	1.461	1556.55	4.453	262.212	4.697	250.271	10.256810
0.95	0.475	8.5	1.606	207.975	1.446	1733.943	4.515	263.289	4.461	262.618	9.989629
0.95	0.475	9	1.737	139.311	1.431	1800.86	4.472	265.173	4.525	258.845	7.897294
1	0.1	1	0.385	8663.995	0.115	3084.505	0.712	912.976	3.231	940.283	NaN
1	0.1	1.5	0.389	8149.126	0.143	3849.62	0.894	899.18	3.179	915.716	NaN
1	0.1	2	0.358	8937.743	0.156	5047.442	1.016	1012.087	2.871	1031.189	NaN
1	0.1	2.5	0.345	8680.456	0.176	5603.596	1.169	1015.63	2.713	1030.427	NaN
1	0.1	3	0.326	8413.855	0.192	6064.596	1.296	1017.158	2.517	1028.801	NaN
1	0.1	3.5	0.319	7223.415	0.216	5768.52	1.48	907.278	2.416	912.668	NaN
1	0.1	4	0.306	6996.658	0.236	6030.919	1.645	905.107	2.279	910.408	NaN
1	0.1	4.5	0.286	7676.893	0.251	7122.485	1.787	1024.105	2.096	1026.687	NaN
1	0.1	5	0.269	7410.49	0.27	7407.086	1.947	1025.489	1.947	1025.476	NaN
1	0.1	5.5	0.251	7121.943	0.286	7677.287	2.096	1026.689	1.787	1024.104	NaN
1	0.1	6	0.234	6808.714	0.302	7934.514	2.256	1027.761	1.637	1022.518	NaN
1	0.1	6.5	0.215	6458.936	0.317	8185.415	2.408	1028.728	1.48	1020.636	NaN
1	0.1	7	0.189	5517.135	0.323	7650.119	2.485	937.783	1.276	927.556	NaN
1	0.1	7.5	0.176	5602.825	0.345	8680.818	2.712	1030.425	1.169	1015.633	NaN
1	0.1	8	0.181	3506.363	0.41	6287.477	3.26	731.079	1.148	720.229	NaN
1	0.1	8.5	0.133	4365.202	0.366	9197.083	3.002	1031.533	0.843	1006.207	NaN
1	0.1	9	0.136	2354.992	0.415	6636.955	3.46	731.973	0.788	692.813	NaN
1	0.2	1	0.391	8331.011	0.209	1587.588	1.019	893.938	2.929	915.239	NaN
1	0.2	1.5	0.382	8951.132	0.223	2571.948	1.131	1010.38	2.772	1028.882	NaN
1	0.2	2	0.387	7357.914	0.242	2790.337	1.25	878.809	2.736	885.792	NaN
1	0.2	2.5	0.364	8091.663	0.248	3842.24	1.324	1010.113	2.503	1023.045	NaN
1	0.2	3	0.361	7763.236	0.269	4381.967	1.479	1016.756	2.416	1026.409	NaN
1	0.2	3.5	0.353	7208.555	0.284	4767.983	1.598	994.833	2.304	1001.769	NaN
1	0.2	4	0.339	6995.91	0.294	5334.524	1.698	1019.497	2.16	1024.137	NaN
1	0.2	4.5	0.332	6600.519	0.309	5781.681	1.83	1021.175	2.065	1023.497	NaN
1	0.2	5	0.321	6199.132	0.321	6198.089	1.948	1022.393	1.948	1022.391	NaN
1	0.2	5.5	0.31	5784.779	0.333	6597.548	2.068	1023.494	1.833	1021.163	NaN
1	0.2	6	0.297	5342.8	0.343	6993.901	2.181	1024.538	1.713	1019.864	NaN
1	0.2	6.5	0.282	4396.404	0.354	6605.205	2.303	923.739	1.582	915.59	NaN
1	0.2	7	0.269	4381.512	0.361	7763.707	2.415	1026.412	1.479	1016.767	NaN
1	0.2	7.5	0.255	3840.997	0.37	8149.891	2.537	1027.285	1.365	1014.931	NaN
1	0.2	8	0.239	2852.4	0.376	7577.429	2.637	916.899	1.238	896.701	NaN
1	0.2	8.5	0.227	2233.768	0.391	7765.19	2.839	893.121	1.141	880.702	NaN
1	0.2	9	0.207	1624.615	0.387	8593.313	2.895	943.148	1.009	922.154	NaN
1	0.3	1	0.389	9338.943	0.297	1185.388	1.32	1011.329	2.579	1026.119	NaN
1	0.3	1.5	0.396	7727.966	0.316	1590.951	1.422	888.779	2.566	895.898	NaN
1	0.3	2	0.39	7405.279	0.32	2127.853	1.489	897.866	2.455	908.169	NaN
1	0.3	2.5	0.383	7892.35	0.325	2981.836	1.56	1015.111	2.35	1024.058	NaN
1	0.3	3	0.375	6522.276	0.33	3091.062	1.601	894.903	2.254	900.195	NaN
1	0.3	3.5	0.374	6747.315	0.337	3902.592	1.692	985.905	2.186	994.308	NaN
1	0.3	4	0.37	6487.61	0.347	4557.36	1.794	1018.32	2.109	1021.806	NaN
1	0.3	4.5	0.366	6014.645	0.354	5053.015	1.876	1019.177	2.034	1020.915	NaN
1	0.3	5	0.357	4969.453	0.357	4960.155	1.94	916.908	1.931	917.022	NaN
1	0.3	5.5	0.348	4393.912	0.362	5259.036	2.009	894.115	1.836	892.172	NaN
1	0.3	6	0.347	4557.073	0.37	6487.78	2.11	1021.797	1.794	1018.312	NaN
1	0.3	6.5	0.505	1728.609	0.537	3101.359	3.158	456.382	2.382	460.625	NaN
1	0.3	7	0.332	3523.941	0.379	7424.616	2.266	1023.332	1.637	1016.292	NaN
1	0.3	7.5	0.324	2978.752	0.382	7895.074	2.344	1024.06	1.557	1015.179	NaN
1	0.3	8	0.327	2167.033	0.398	7600.827	2.524	928.593	1.506	924.427	NaN
1	0.3	8.5	0.313	1717.373	0.39	8531.297	2.528	988.006	1.402	976.747	NaN
1	0.3	9	0.301	1071.559	0.39	8602.443	2.589	945.08	1.323	930.062	NaN
1	0.4	1	0.391	9325.963	0.366	931.296	1.641	1014.703	2.276	1022.224	NaN
1	0.4	1.5	0.399	7770.469	0.378	1300.865	1.712	896.518	2.285	901.686	NaN
1	0.4	2	0.39	8288.885	0.371	2029.342	1.718	1015.792	2.194	1021.398	NaN
1	0.4	2.5	0.39	7770.104	0.374	2570.771	1.759	1016.237	2.157	1020.856	NaN
1	0.4	3	0.385	5619.955	0.371	2339.186	1.762	785.14	2.085	790.799	NaN
1	0.4	3.5	0.385	6010.507	0.379	3209.586	1.823	905.937	2.069	908.387	NaN
1	0.4	4	0.385	5469.717	0.381	3630.06	1.866	893.78	2.032	895.486	NaN
1	0.4	4.5	0.384	5712.169	0.381	4673.144	1.914	1017.501	1.993	1018.601	NaN
1	0.4	5	0.376	4675.741	0.378	4661.362	1.917	917.366	1.921	917.627	NaN
1	0.4	5.5	0.38	3603.106	0.383	4446.234	1.978	793.503	1.892	794.86	NaN
1	0.4	6	0.377	3631.877	0.382	5475.709	2.025	895.719	1.843	894.592	NaN
1	0.4	6.5	0.378	3631.356	0.387	6744.472	2.072	1020.116	1.835	1017.326	NaN
1	0.4	7	0.377	2967.201	0.389	7001.425	2.121	983.371	1.798	978.391	NaN
1	0.4	7.5	0.373	2568.057	0.389	7773.729	2.152	1020.973	1.756	1016.312	NaN
1	0.4	8	0.371	2029.404	0.39	8288.709	2.191	1021.392	1.716	1015.784	NaN
1	0.4	8.5	0.369	1483.664	0.391	8806.149	2.234	1021.802	1.678	1015.22	NaN
1	0.4	9	0.373	834.539	0.395	8518.494	2.3	931.877	1.649	927.161	NaN
1	0.5	1	0.392	9322.338	0.392	859.509	1.962	1018.194	1.962	1018.178	NaN
1	0.5	1.5	0.391	8795.097	0.391	1387.879	1.955	1018.305	1.955	1018.302	NaN
1	0.5	2	0.392	8263.339	0.392	1919.748	1.959	1018.301	1.959	1018.315	NaN
1	0.5	2.5	0.388	7732.576	0.389	2441.954	1.942	1017.46	1.942	1017.555	NaN
1	0.5	3	0.399	6436.462	0.399	2639.793	1.989	909.56	1.992	908.336	NaN
1	0.5	3.5	0.387	5984.039	0.39	3076.107	1.934	908.035	1.936	907.644	NaN
1	0.5	4	0.414	5014.619	0.415	3245.93	2.058	830.223	2.073	826.509	NaN
1	0.5	4.5	0.382	4785.257	0.387	3868.482	1.916	867.692	1.918	865.908	NaN
1	0.5	5	0.391	5090.821	0.391	5092.164	1.955	1018.301	1.956	1018.305	NaN
1	0.5	5.5	0.376	4083.303	0.38	4947.413	1.887	905.483	1.883	906.395	NaN
1	0.5	6	0.384	3674.283	0.382	5647.07	1.911	932.991	1.911	934.148	NaN
1	0.5	6.5	0.388	3072.043	0.387	5897.201	1.942	898.662	1.923	898.806	NaN
1	0.5	7	0.392	2977.79	0.392	7204.629	1.96	1018.226	1.96	1018.251	NaN
1	0.5	7.5	0.491	1331.262	0.467	4446.001	2.349	580.599	2.348	581.473	NaN
1	0.5	8	0.392	1918.992	0.392	8262.621	1.961	1018.186	1.961	1018.134	NaN
1	0.5	8.5	0.406	1197.722	0.403	7618.554	2.015	883.064	2.011	882.912	NaN
1	0.5	9	0.429	694.844	0.414	7721.085	2.077	842.334	2.071	844.613	NaN
