b_R	OPTIMAL_COST	PLANNED	KNOWN	
-3.9100000000000232	241.69654753851665	393.60624989676194	552.104604466022	
-3.9000000000000234	241.7245667069756	392.57166962500094	542.8641408697829	
-3.8900000000000237	241.72641381705773	396.1565081804526	555.5228530037915	
-3.880000000000024	241.69875903439532	393.7369107960901	554.2298121719269	
-3.870000000000024	241.70641924702625	395.038410237797	545.9438824327752	
-3.8600000000000243	241.71298763288559	392.1402820980475	541.1509345532778	
-3.8500000000000245	241.72078533413776	395.3575447278347	539.4953135921525	
-3.8400000000000247	241.69145983002437	394.73497714456073	545.1356248649639	
-3.830000000000025	241.76514192725506	392.42054470687015	546.3513766685428	
-3.820000000000025	241.7279793750664	396.78934123492064	549.7286821849596	
-3.8100000000000254	241.71738526243269	393.3736691305013	558.3280308947092	
-3.8000000000000256	241.7466453056281	395.952422690392	540.2518623571193	
-3.790000000000026	241.74459649847944	393.67341868817607	557.33512404714	
-3.780000000000026	241.70134458067028	393.8991640355804	547.9868075192405	
-3.770000000000026	241.71579137235864	394.43737552317134	554.2702762061831	
-3.7600000000000264	241.6985518365081	394.05703086375206	558.9600068442663	
-3.7500000000000266	241.66846232913258	398.3760793334654	563.57343256862	
-3.740000000000027	241.74031229918316	394.5590289191318	550.8933499645113	
-3.730000000000027	241.7711427141254	395.9263498708656	563.1209876009357	
-3.7200000000000273	241.6783067911088	396.0304893857232	560.5094611070913	
-3.7100000000000275	241.68303457942474	394.5726383629017	549.2983144992083	
-3.7000000000000277	241.71267526584558	394.0624917381848	562.2606974789478	
-3.690000000000028	241.77959793027898	396.00322547857274	554.0477128258011	
-3.680000000000028	241.71364478439455	393.1265268393581	560.500767961766	
-3.6700000000000284	241.70623060989553	395.69419708468223	562.2341977755689	
-3.6600000000000286	241.70909659082184	396.9281440627751	536.7508116822514	
-3.6500000000000288	241.64858114016914	393.7832231198499	563.3734727906759	
-3.640000000000029	241.6945043102851	392.3917534481165	564.293897616705	
-3.630000000000029	241.77865543650196	396.722246755867	553.8271947612352	
-3.6200000000000294	241.6676060441071	393.7373677680619	557.5132610667129	
-3.6100000000000296	241.70405236691582	395.4710769040028	561.2145134802068	
-3.60000000000003	241.74249488876657	395.5168076032271	551.1769777384187	
-3.59000000000003	241.67670474709945	397.0065704135617	565.0693101480989	
-3.5800000000000303	241.7628695534937	396.66706666475085	560.0998667201724	
-3.5700000000000305	241.6992879351822	392.54093271233444	558.0464891507236	
-3.5600000000000307	241.72327498309022	396.4487411368116	551.1462853522278	
-3.550000000000031	241.71555422070224	396.06113278421867	561.7270482799132	
-3.540000000000031	241.69717013660204	394.9566822625608	562.9322170171295	
-3.5300000000000313	241.72212625262426	396.62638160621833	553.626657884861	
-3.5200000000000315	241.71316217228335	395.3194428706298	563.7029295655167	
-3.5100000000000318	241.6846740614739	398.3954450497415	564.2169834344156	
-3.500000000000032	241.71461589522255	395.7269135001056	563.7911324504787	
-3.490000000000032	241.69831703370488	393.8872083978333	565.1533537150185	
-3.4800000000000324	241.69928808103083	395.5858624123135	559.2978765865939	
-3.4700000000000326	241.69078197300738	393.4209666349526	567.4703540040352	
-3.460000000000033	241.76618796508143	394.7771364596732	550.3943526564375	
-3.450000000000033	241.70660225115392	395.4816521230289	562.4273924702057	
-3.4400000000000333	241.67328851100507	395.7473634448215	568.8561634877892	
-3.4300000000000335	241.69924575843027	395.067670672791	564.7956742765745	
-3.4200000000000337	241.75293824394456	398.55583711123273	566.5118057705677	
-3.410000000000034	241.77212303433868	396.27068971838787	566.2509543469682	
-3.400000000000034	241.6547860887017	394.0701762002109	558.5794878951973	
-3.3900000000000343	241.68502257720863	394.7089904441235	569.0645366714465	
-3.3800000000000345	241.76837228405984	396.7863848724345	565.6396177837372	
-3.3700000000000347	241.72379809470272	395.3998855459716	569.3715168816171	
-3.360000000000035	241.65379084169217	396.8857460553086	567.4832187858233	
-3.350000000000035	241.7479451512708	396.84919082984504	568.8528825123385	
-3.3400000000000354	241.75133185391277	396.3660541095765	569.3799039149113	
-3.3300000000000356	241.7171759676762	395.57042517336384	570.5854632352506	
-3.320000000000036	241.67639076690375	396.7978469182086	572.3183814420805	
-3.310000000000036	241.71082080662575	396.9926663885135	569.7095544628548	
-3.3000000000000362	241.68893296346323	396.27526763183994	567.5648583352362	
-3.2900000000000365	241.70124523433188	395.7204328303967	564.3400109924902	
-3.2800000000000367	241.69767937551956	395.43838105017863	567.1045833705012	
-3.270000000000037	241.75406874759437	394.83012949046775	567.6186945609867	
-3.260000000000037	241.7087499543776	395.44076338158425	564.532802166048	
-3.2500000000000373	241.7232813376199	399.68898912008734	567.5383775683459	
-3.2400000000000375	241.71448553658968	397.58940027027813	571.9881087029897	
-3.2300000000000377	241.7750230143378	398.1480794511523	569.570209736318	
-3.220000000000038	241.6999305745116	396.37564824716947	566.9848814919977	
-3.210000000000038	241.64690955220794	396.28150855258593	569.6736777343633	
-3.2000000000000384	241.72918600077895	396.2761681828521	569.840675063582	
-3.1900000000000386	241.71733776927098	396.6649205544858	575.3316427686034	
-3.180000000000039	241.70496662477734	395.50042212873933	571.0940852791692	
-3.170000000000039	241.71626904153436	396.3546526510398	568.1161054418556	
-3.160000000000039	241.7254812146281	395.51030753936055	570.372935579682	
-3.1500000000000394	241.73160267418194	399.11028791281365	566.7039116334597	
-3.1400000000000396	241.72226866318164	397.0817621976849	572.6449019192886	
-3.13000000000004	241.7227915986065	396.6723994032165	566.6040008590277	
-3.12000000000004	241.66438282790187	397.5920313289299	566.8915124875945	
-3.1100000000000403	241.72085547464175	396.9120966780148	573.0401545670682	
-3.1000000000000405	241.75129559713878	396.6096588459176	570.5635940639257	
-3.0900000000000407	241.70877534456298	401.85557152480897	575.7575560605947	
-3.080000000000041	241.71771199558182	397.4627681374483	570.9329500738265	
-3.070000000000041	241.75369224580317	396.48107727227	575.1377988375924	
-3.0600000000000414	241.71883857615384	396.10051882144614	566.6191317075594	
-3.0500000000000416	241.71121609741905	397.442985129956	574.114177344456	
-3.040000000000042	241.70821952731077	399.2730290209363	575.8320910206431	
-3.030000000000042	241.66968027497788	396.0376063442994	569.4971096615411	
-3.020000000000042	241.70412238162683	398.4395666111807	578.0059289210187	
-3.0100000000000424	241.70200085564377	397.2428525198466	569.4776554381347	
-3.0000000000000426	241.65984522122383	398.59687185421257	571.2464247061895	
-2.990000000000043	241.69625456683602	396.6692526189281	570.7473464520912	
-2.980000000000043	241.6973129460215	397.4405681576384	576.6494973111032	
-2.9700000000000433	241.7302266054711	397.03949706680123	579.2548022442006	
-2.9600000000000435	241.77586322532483	397.1692101865221	573.6648434105804	
-2.9500000000000437	241.69775807009552	397.45625350175976	578.2193653536718	
-2.940000000000044	241.70037459254374	396.25393866484103	572.0277666631965	
-2.930000000000044	241.73177625051204	397.30424538058844	573.7287295762533	
-2.9200000000000443	241.71726171217392	400.3512224113163	576.3051954444487	
-2.9100000000000446	241.7153018455851	397.6225627448037	578.2240480748296	
-2.9000000000000448	241.77983112733241	396.8008268786821	575.9283282072288	
-2.890000000000045	241.69797122864486	397.3021600478958	576.1902036988695	
-2.880000000000045	241.74869207689517	399.4325369122572	582.611851021537	
-2.8700000000000454	241.71799242770962	397.1133272495728	575.4886516093068	
-2.8600000000000456	241.671323107346	397.6861644435825	577.9963822182659	
-2.850000000000046	241.77105763059248	396.55426084652584	576.8695626797374	
-2.840000000000046	241.6524304121382	397.29914397992303	582.4220451919058	
-2.8300000000000463	241.76290818168223	399.3226219773698	578.3214182624276	
-2.8200000000000465	241.72667241630018	398.5344141254748	575.1542323557295	
-2.8100000000000467	241.70318475685772	399.2081259141355	578.49060126006	
-2.800000000000047	241.71000991006562	395.25724468709	576.8994798040841	
-2.790000000000047	241.73846462958778	398.67510836878495	578.5829233939105	
-2.7800000000000473	241.71006622730576	396.7352081388412	576.7003775125804	
-2.7700000000000475	241.7546059728017	397.58697329414633	577.7786766022823	
-2.7600000000000477	241.6573876576843	399.03413671058206	579.9055357188665	
-2.750000000000048	241.73641737059745	396.7095865220268	579.4821516501245	
-2.740000000000048	241.69728968080577	398.4535166164688	575.6328597462114	
-2.7300000000000484	241.71745417966574	397.1938784847147	579.929887132212	
-2.7200000000000486	241.7339800060024	398.29333310249024	580.1472120099596	
-2.710000000000049	241.70339807427152	399.429013355647	580.8161466510014	
-2.700000000000049	241.7495877938434	400.8488444076394	579.3166373614322	
-2.6900000000000492	241.70306446861554	399.12086667682854	582.663262610188	
-2.6800000000000495	241.69024034773147	398.9948184717787	584.4780627677602	
-2.6700000000000497	241.70193224781204	399.3548256010675	585.6070856125368	
-2.66000000000005	241.74837619186192	399.2801671369199	584.4193942618189	
-2.65000000000005	241.75244597288153	398.73585728076284	587.4423679230835	
-2.6400000000000503	241.68408620061535	398.7280625822008	584.1072517301918	
-2.6300000000000505	241.7185806423683	397.3738461605766	584.5590383098748	
-2.6200000000000507	241.7230712270293	398.9812906277946	587.2734067658915	
-2.610000000000051	241.69641413989558	400.6943262914887	588.2856251553541	
-2.600000000000051	241.697954886201	400.0238183312542	589.4915079268002	
-2.5900000000000514	241.66469264928065	401.45881113239454	587.7980013259727	
-2.5800000000000516	241.70010838825027	401.19463578779414	590.7188211876354	
-2.570000000000052	241.704732220132	399.63449686004094	590.1004411606372	
-2.560000000000052	241.73835874104776	399.6184423684548	591.3072705445787	
-2.5500000000000522	241.7290703988113	400.10642428710594	591.2721632357919	
-2.5400000000000524	241.71289607983522	398.55980134763047	591.3825599456562	
-2.5300000000000527	241.7591658240604	399.48055560058776	591.2739880273464	
-2.520000000000053	241.67830982209563	399.9162684068133	597.6161775274398	
-2.510000000000053	241.71574068737033	399.77674543041724	596.8308954032028	
-2.5000000000000533	241.73391255384178	398.0036004628514	598.8690983336867	
-2.4900000000000535	241.7638173793357	400.7023477833184	603.905248396534	
-2.4800000000000537	241.70806307032075	400.52573551930766	598.4234212151034	
-2.470000000000054	241.7206896393343	400.27972149051993	601.2032229334155	
-2.460000000000054	241.69996684214763	399.4481916301638	601.4418128311538	
-2.4500000000000544	241.6955598691001	401.1975968668306	603.3629707239153	
-2.4400000000000546	241.77165345293884	401.30956938236113	604.0302514354446	
-2.430000000000055	241.7174340803319	401.3737880377935	600.5402024485425	
-2.420000000000055	241.7126344701283	401.8278934288572	605.3302472326263	
-2.410000000000055	241.7248324657751	401.0241631941353	606.2024610939078	
-2.4000000000000554	241.77962673255814	403.9414722598234	603.1425470112403	
-2.3900000000000556	241.71433294650998	401.6036992604085	606.589252446572	
-2.380000000000056	241.68097178451447	400.86066600682096	609.4090570275498	
-2.370000000000056	241.71257054263413	402.70988056399864	607.3830476498911	
-2.3600000000000563	241.70971664597255	402.1854004741033	614.5655812290025	
-2.3500000000000565	241.76697404991796	399.8092529144531	614.548586781642	
-2.3400000000000567	241.7020394635625	401.5265694993215	618.4969627728487	
-2.330000000000057	241.7768676385665	400.9685839797547	617.2268815222527	
-2.320000000000057	241.71429418774224	401.8764375039546	617.8502837920987	
-2.3100000000000573	241.75487209942668	400.8986069671792	617.4412875844185	
-2.3000000000000576	241.74183683824126	401.3220195768636	616.218979102848	
-2.2900000000000578	241.74136772772258	398.9756973061277	616.7218326246094	
-2.280000000000058	241.7082121580906	401.32196084797135	619.0275898958963	
-2.270000000000058	241.7194582359844	399.36531887980345	615.3010225020339	
-2.2600000000000584	241.77135646749278	400.50668499436665	621.0551663981479	
-2.2500000000000586	241.68462103639604	401.9993737564095	622.1862435214537	
-2.240000000000059	241.69738795190838	402.2854281063918	626.3989064290237	
-2.230000000000059	241.69770255027348	402.47132937531705	623.9248263872227	
-2.2200000000000593	241.76895045496838	403.0450471766482	627.7614536398413	
-2.2100000000000595	241.72820744252664	401.048501990451	626.227919036795	
-2.2000000000000597	241.70207604785017	401.14714820617337	628.6354577901765	
-2.19000000000006	241.68525797831748	403.2606741946879	628.6979022855138	
-2.18000000000006	241.70976103736967	403.28570500374167	630.3647029324416	
-2.1700000000000603	241.74264840760455	400.0750761279818	623.8865351263336	
-2.1600000000000605	241.70535268715741	400.7857173862898	630.4700932812434	
-2.1500000000000608	241.6665791168508	401.7925160279515	627.0703861902562	
-2.140000000000061	241.7215557805898	403.41245122533405	634.633799157091	
-2.130000000000061	241.6733337205759	401.53036134239477	633.1344919747485	
-2.1200000000000614	241.71425227801313	402.10081579864806	634.4703111926785	
-2.1100000000000616	241.70049304141924	403.0423418008046	636.709470837143	
-2.100000000000062	241.7168821709272	400.64209566856346	634.0925767554622	
-2.090000000000062	241.74399390926428	402.26718712780314	638.7949262929355	
-2.0800000000000622	241.70066198633504	402.1802501659339	635.2942904223388	
-2.0700000000000625	241.72061016008655	401.73967620796736	638.6805546758934	
-2.0600000000000627	241.69751161133047	403.81729032601834	643.1668837405641	
-2.050000000000063	241.65720610317464	400.3960356199025	644.2442998436376	
-2.040000000000063	241.71743301912417	402.91093420625856	644.5925614204853	
-2.0300000000000633	241.71668445594688	403.2557416007327	643.3592987078632	
-2.0200000000000635	241.6842966166287	403.9115869371275	645.9081557739573	
-2.0100000000000637	241.74382601921948	401.724359947678	642.5907589078342	
-2.000000000000064	241.65199531496984	403.76510840274216	646.8276501131805	
-1.990000000000064	241.6963684076687	403.18426550019154	650.5601063616137	
-1.980000000000064	241.74376374048651	403.36747125443907	648.3812646454226	
-1.970000000000064	241.6716703360894	405.4151637516538	648.8209304203646	
-1.960000000000064	241.7301805990334	402.8853900880344	653.13726640879	
-1.950000000000064	241.70221097961044	404.384073117105	655.1400346752085	
-1.940000000000064	241.6776811734531	406.55310926947993	654.4642604029757	
-1.9300000000000639	241.7289477450272	406.21316460276324	650.8414848386532	
-1.9200000000000639	241.7007157373391	403.85859204924685	655.233914150058	
-1.9100000000000639	241.66199789755956	402.971004153316	654.3003901535185	
-1.9000000000000639	241.68355265510098	404.65933808209616	657.1055589447758	
-1.8900000000000639	241.7000272827698	404.68440217028547	658.2812292846197	
-1.8800000000000638	241.7244240851527	404.25526079650894	661.044043408199	
-1.8700000000000638	241.6592329115486	403.6631216039507	661.3499289369115	
-1.8600000000000638	241.72045619126322	404.1266148757001	659.6402237965256	
-1.8500000000000638	241.72379343276947	404.4257247531027	659.9315190679133	
-1.8400000000000638	241.74814742508914	405.72964692522794	662.0177444137225	
-1.8300000000000638	241.6977476445392	404.98863368354205	661.7293475761984	
-1.8200000000000638	241.70568430451908	404.819272024591	662.9822866224948	
-1.8100000000000638	241.67770480595152	408.32082556227454	669.4515569754402	
-1.8000000000000638	241.6860565406675	408.185393456742	668.0396821001373	
-1.7900000000000638	241.71355525286162	407.437077183045	669.9155410951394	
-1.7800000000000638	241.65314378073785	408.8249642246256	669.4263607341582	
-1.7700000000000637	241.75228131497195	405.491317463301	670.8477097426841	
-1.7600000000000637	241.70580983928377	405.9144766933155	671.2800116328021	
-1.7500000000000637	241.68896245013366	406.215646882878	673.2626415080267	
-1.7400000000000637	241.72466578571738	406.1800513984462	673.5948282727818	
-1.7300000000000637	241.71096059656475	407.7161184087281	674.122036201318	
-1.7200000000000637	241.69802615144792	407.51340564516136	675.7463546440074	
-1.7100000000000637	241.77755899259736	406.11562376165494	676.0181794069019	
-1.7000000000000637	241.69723256439042	408.6393312313973	678.0072432245653	
-1.6900000000000637	241.6890100059754	408.3206877344919	678.2245996075955	
-1.6800000000000637	241.7679632957192	407.80571371732714	680.104459130688	
-1.6700000000000637	241.72861177699062	405.0801795748731	681.6461612111048	
-1.6600000000000636	241.7251201649811	411.63405796706536	681.5667378155298	
-1.6500000000000636	241.6794386526186	408.6012210907788	682.2693194900239	
-1.6400000000000636	241.7179056283882	408.7455473387639	684.1487817550911	
-1.6300000000000636	241.69395393668015	409.46517366973984	684.7851258381564	
-1.6200000000000636	241.70851667945084	411.89484305279734	687.0042561206722	
-1.6100000000000636	241.6593444109313	407.51094531075984	688.0403584988994	
-1.6000000000000636	241.6955970969733	408.92589457355655	688.1561364469406	
-1.5900000000000636	241.6735330118072	408.37155815296904	689.4975629731551	
-1.5800000000000636	241.69768825680706	410.74354933489633	691.8341168408825	
-1.5700000000000636	241.700485914671	412.32925825727926	690.7849633438406	
-1.5600000000000636	241.6974505325067	409.33431057881523	694.3176929937937	
-1.5500000000000635	241.6954538263448	412.4891562901052	694.6682250401632	
-1.5400000000000635	241.72444712380548	410.4001540299526	695.5220267076434	
-1.5300000000000635	241.73551674127077	411.8219865840036	698.0669195001751	
-1.5200000000000635	241.7137958889258	411.7629811753779	697.5860908696718	
-1.5100000000000635	241.70838874525242	411.54608134432533	699.1464566328007	
-1.5000000000000635	241.68921906867237	411.8459200184826	700.2082421123409	
-1.4900000000000635	241.71702238171733	413.55160780448506	702.4194808205862	
-1.4800000000000635	241.74937193460119	413.02971935368294	702.4768574922532	
-1.4700000000000635	241.71083688441388	413.2999354448832	704.0346930782714	
-1.4600000000000635	241.72779471538024	415.40130854148265	706.873549721061	
-1.4500000000000635	241.6662625296374	412.2051656723351	705.9766252284139	
-1.4400000000000635	241.65569724300457	414.8136869880924	707.3893341942526	
-1.4300000000000634	241.673854488435	413.6392423442589	708.5558945323851	
-1.4200000000000634	241.7870236447703	414.16255106711435	711.3718185465086	
-1.4100000000000634	241.71808260927145	416.1847835810495	710.9843645002613	
-1.4000000000000634	241.69971556634755	415.90318882191946	711.4048492672234	
-1.3900000000000634	241.68277385839374	417.2445270501228	713.1007170867767	
-1.3800000000000634	241.71807575007142	414.4357761912036	713.4059088714274	
-1.3700000000000634	241.69828124044412	417.68181786494034	714.4724826116653	
-1.3600000000000634	241.68217906474126	415.3383797620387	715.8316356261992	
-1.3500000000000634	241.74322174903384	418.23948706591005	716.7900962476216	
-1.3400000000000634	241.76898274158526	419.309914407643	717.3949855591865	
-1.3300000000000634	241.70033802743296	416.7093588275503	719.9327667893057	
-1.3200000000000633	241.71732924421107	417.98871615437974	720.3024000668252	
-1.3100000000000633	241.67263823028836	419.4930330635578	721.8837258295689	
-1.3000000000000633	241.71016243107746	419.45354168795075	722.8183086371035	
-1.2900000000000633	241.7020367297627	416.8424295493571	724.0721952292243	
-1.2800000000000633	241.7359761768745	416.9245849064609	725.0053293098536	
-1.2700000000000633	241.7189995877032	418.7787271468702	726.380334661842	
-1.2600000000000633	241.66194806122428	419.27172959012324	727.6512893854477	
-1.2500000000000633	241.73694139192006	420.77607174144276	728.3734097928896	
-1.2400000000000633	241.73195995476718	419.67377552156745	729.5209684412919	
-1.2300000000000633	241.66538306346428	422.84059662722456	730.2801040642037	
-1.2200000000000633	241.71071948233867	420.7765330274489	732.1935611772689	
-1.2100000000000632	241.683598332702	423.01853930616056	733.6649785256099	
-1.2000000000000632	241.71044548622223	422.448313035861	734.4037052554016	
-1.1900000000000632	241.64439366151123	422.9514103451689	736.3672119940987	
-1.1800000000000632	241.7042658685293	424.7067040263921	736.7848810201631	
-1.1700000000000632	241.71765083952306	423.4294565452697	737.582546414845	
-1.1600000000000632	241.68805967687257	423.7432386761112	738.8419904728931	
-1.1500000000000632	241.7260961200611	424.69042373352477	739.3523117830786	
-1.1400000000000632	241.77091801636138	424.4067042247291	740.7691456062835	
-1.1300000000000632	241.70000218650816	427.4272394587722	741.9945251195923	
-1.1200000000000632	241.70781620956828	426.71914420829813	744.5453155980277	
-1.1100000000000632	241.73388315118683	426.132289605082	744.8243389407132	
-1.1000000000000631	241.71503965134735	427.61683240810237	745.8072617985077	
-1.0900000000000631	241.70538051561525	426.0812832049657	747.8973482097423	
-1.0800000000000631	241.72756090854494	427.75520744411324	748.1997194003758	
-1.0700000000000631	241.70642550776444	428.98149353302864	750.1577017947329	
-1.0600000000000631	241.71789791936152	428.0730071887396	749.8151504637026	
-1.050000000000063	241.7050171865732	428.76535279635726	751.4470900057762	
-1.040000000000063	241.70931613436593	429.17794281754834	752.7565499459832	
-1.030000000000063	241.70601028004552	429.8876598713559	754.2974422120024	
-1.020000000000063	241.71091962911333	429.2132957685833	754.920443750146	
-1.010000000000063	241.68228994783232	432.1660219383947	755.7860865867926	
-1.000000000000063	241.70535091815293	432.2122203874409	756.5055772667044	
-0.990000000000063	241.68591473872513	430.363601532688	758.7720635891924	
-0.980000000000063	241.70646903148025	430.41600221971606	760.0452223140264	
-0.970000000000063	241.73018345830945	432.72630798067235	760.4252539278514	
-0.960000000000063	241.70630598275577	432.59813871754955	761.5695230404381	
